Time,Relative time [d],Relative time [h],CO2 %,CH4 %,H2 %,N2 %,H2S %,Tubing pressure,Gas temperature [C°],Flow rate [Nm3/h],Phase of the field trail,Cummulative volume of gas injected and produced respectively [Nm3]
31.03.2016 09:00,0.041666667,1,0.18,88.13,9.66,0.44,0,37.03965,25,800,Injection,800
31.03.2016 10:00,0.083333333,2,0.18,87.93,9.76,0.45,0,37.03965,25,705,Injection,1505
31.03.2016 11:00,0.125,3,0.18,87.68,9.79,0.45,0,37.03965,26,698,Injection,2203
31.03.2016 12:00,0.166666667,4,0.18,87.44,9.77,0.44,0,37.03965,27,700,Injection,2903
31.03.2016 13:00,0.208333333,5,0.18,87.21,9.84,0.44,0,37.03965,27,638,Injection,3541
31.03.2016 14:00,0.25,6,0.18,86.88,10.09,0.44,0,37.03965,28,447,Injection,3988
31.03.2016 15:00,0.291666667,7,0.18,86.95,9.91,0.44,0,37.06175,28,571,Injection,4559
31.03.2016 16:00,0.333333333,8,0.18,87.24,9.65,0.44,0,37.54239,29,850,Injection,5409
31.03.2016 17:00,0.375,9,0.18,87.32,9.68,0.44,0,37.54239,30,850,Injection,6259
31.03.2016 18:00,0.416666667,10,0.18,87.48,9.66,0.44,0,37.54239,30,850,Injection,7109
31.03.2016 19:00,0.458333333,11,0.18,87.57,9.65,0.44,0,37.54239,28,850,Injection,7959
31.03.2016 20:00,0.5,12,0.18,87.68,9.64,0.45,0,37.54239,26,850,Injection,8809
31.03.2016 21:00,0.541666667,13,0.18,87.79,9.63,0.44,0,37.54239,26,850,Injection,9659
31.03.2016 22:00,0.583333333,14,0.18,87.89,9.63,0.45,0,37.54239,25,850,Injection,10509
31.03.2016 23:00,0.625,15,0.18,87.96,9.62,0.45,0,37.54239,26,850,Injection,11359
01.04.2016 00:00,0.666666667,16,0.18,87.95,9.61,0.44,0,37.76837,27,850,Injection,12209
01.04.2016 01:00,0.708333333,17,0.18,87.98,9.6,0.45,0,38.04512,27,850,Injection,13059
01.04.2016 02:00,0.75,18,0.18,87.97,9.6,0.44,0,38.04512,28,850,Injection,13909
01.04.2016 03:00,0.791666667,19,0.18,87.99,9.58,0.45,0,38.04512,28,850,Injection,14759
01.04.2016 04:00,0.833333333,20,0.18,88.02,9.57,0.45,0,38.04512,27,850,Injection,15609
01.04.2016 05:00,0.875,21,0.18,88.04,9.57,0.45,0,38.04512,27,850,Injection,16459
01.04.2016 06:00,0.916666667,22,0.18,88.05,9.56,0.44,0,38.04512,27,850,Injection,17309
01.04.2016 07:00,0.958333333,23,0.18,88.04,9.61,0.44,0,38.04512,27,777,Injection,18086
01.04.2016 11:00,1.125,27,0.18,87.88,9.9,0.45,0,38.04204,21,451,Injection,18537
01.04.2016 12:00,1.166666667,28,0.18,87.83,10.02,0.44,0,38.03427,20,449,Injection,18986
01.04.2016 13:00,1.208333333,29,0.18,87.9,10.04,0.45,0,38.03427,20,450,Injection,19436
01.04.2016 14:00,1.25,30,0.18,87.93,10.07,0.45,0,38.03427,20,450,Injection,19886
01.04.2016 15:00,1.291666667,31,0.18,87.94,10.06,0.44,0,38.03427,20,450,Injection,20336
01.04.2016 16:00,1.333333333,32,0.18,88,10.05,0.45,0,38.03427,21,450,Injection,20786
01.04.2016 17:00,1.375,33,0.18,88.07,10.05,0.44,0,38.09009,22,450,Injection,21236
01.04.2016 18:00,1.416666667,34,0.18,88.19,9.99,0.45,0,38.13554,21,450,Injection,21686
01.04.2016 19:00,1.458333333,35,0.18,88.29,9.95,0.45,0,38.13554,21,450,Injection,22136
01.04.2016 20:00,1.5,36,0.18,88.33,9.95,0.45,0,38.13554,20,450,Injection,22586
01.04.2016 21:00,1.541666667,37,0.18,88.37,9.93,0.45,0,38.13554,20,450,Injection,23036
01.04.2016 22:00,1.583333333,38,0.18,88.38,9.93,0.45,0,38.13554,20,450,Injection,23486
01.04.2016 23:00,1.625,39,0.18,88.37,9.93,0.45,0,38.13554,19,450,Injection,23936
02.04.2016 00:00,1.666666667,40,0.18,88.39,9.9,0.45,0,38.18736,19,451,Injection,24387
02.04.2016 01:00,1.708333333,41,0.18,88.4,9.9,0.46,0,38.23681,19,450,Injection,24837
02.04.2016 02:00,1.75,42,0.17,88.43,9.88,0.45,0,38.23681,18,450,Injection,25287
02.04.2016 03:00,1.791666667,43,0.17,88.42,9.87,0.45,0,38.23681,18,450,Injection,25737
02.04.2016 04:00,1.833333333,44,0.17,88.43,9.85,0.45,0,38.23681,18,450,Injection,26187
02.04.2016 05:00,1.875,45,0.17,88.41,9.85,0.45,0,38.23681,18,450,Injection,26637
02.04.2016 06:00,1.916666667,46,0.17,88.43,9.84,0.45,0,38.25465,18,450,Injection,27087
02.04.2016 07:00,1.958333333,47,0.17,88.44,9.84,0.46,0,38.33808,18,450,Injection,27537
02.04.2016 08:00,2,48,0.17,88.5,9.83,0.46,0,38.33808,18,450,Injection,27987
02.04.2016 09:00,2.041666667,49,0.17,88.55,9.85,0.45,0,38.33808,18,450,Injection,28437
02.04.2016 10:00,2.083333333,50,0.17,88.52,9.89,0.45,0,38.33808,19,449,Injection,28886
02.04.2016 11:00,2.125,51,0.17,88.33,9.98,0.45,0,38.34844,20,450,Injection,29336
02.04.2016 12:00,2.166666667,52,0.17,88.14,10.01,0.45,0,38.43935,22,450,Injection,29786
02.04.2016 13:00,2.208333333,53,0.17,87.99,9.99,0.45,0,38.43935,22,451,Injection,30237
02.04.2016 14:00,2.25,54,0.17,87.83,9.98,0.44,0,38.43935,23,450,Injection,30687
02.04.2016 15:00,2.291666667,55,0.17,87.76,9.95,0.44,0,38.43935,24,450,Injection,31137
02.04.2016 16:00,2.333333333,56,0.17,87.82,9.99,0.45,0,38.43935,24,450,Injection,31587
02.04.2016 17:00,2.375,57,0.17,87.91,10.02,0.44,0,38.48251,24,450,Injection,32037
02.04.2016 18:00,2.416666667,58,0.17,87.96,10.03,0.45,0,38.54062,23,450,Injection,32487
02.04.2016 19:00,2.458333333,59,0.17,88.05,10.02,0.45,0,38.54062,23,450,Injection,32937
02.04.2016 20:00,2.5,60,0.17,88.18,10,0.45,0,38.54062,23,450,Injection,33387
02.04.2016 21:00,2.541666667,61,0.17,88.27,9.97,0.45,0,38.54062,23,450,Injection,33837
02.04.2016 22:00,2.583333333,62,0.17,88.31,9.95,0.45,0,38.54062,23,450,Injection,34287
02.04.2016 23:00,2.625,63,0.18,88.3,9.94,0.44,0,38.54062,23,450,Injection,34737
03.04.2016 00:00,2.666666667,64,0.18,88.34,9.9,0.45,0,38.59779,22,450,Injection,35187
03.04.2016 01:00,2.708333333,65,0.18,88.33,9.88,0.45,0,38.64189,22,450,Injection,35637
03.04.2016 02:00,2.75,66,0.18,88.35,9.85,0.45,0,38.64189,21,450,Injection,36087
03.04.2016 03:00,2.791666667,67,0.18,88.36,9.81,0.45,0,38.64189,21,450,Injection,36537
03.04.2016 04:00,2.833333333,68,0.18,88.37,9.8,0.45,0,38.64189,20,450,Injection,36987
03.04.2016 05:00,2.875,69,0.18,88.4,9.76,0.45,0,38.64189,19,450,Injection,37437
03.04.2016 06:00,2.916666667,70,0.18,88.42,9.74,0.44,0,38.64189,19,450,Injection,37887
03.04.2016 07:00,2.958333333,71,0.18,88.44,9.75,0.44,0,38.73704,19,450,Injection,38337
03.04.2016 08:00,3,72,0.18,88.38,9.78,0.45,0,38.74316,20,450,Injection,38787
03.04.2016 09:00,3.041666667,73,0.18,88.36,9.79,0.44,0,38.74316,21,449,Injection,39236
03.04.2016 10:00,3.083333333,74,0.18,88.12,9.95,0.45,0,38.74316,22,450,Injection,39686
03.04.2016 11:00,3.125,75,0.18,87.91,9.98,0.44,0,38.77023,23,450,Injection,40136
03.04.2016 12:00,3.166666667,76,0.18,87.69,9.97,0.44,0,38.84443,24,450,Injection,40586
03.04.2016 13:00,3.208333333,77,0.18,87.52,9.96,0.44,0,38.84443,25,450,Injection,41036
03.04.2016 14:00,3.25,78,0.18,87.37,9.97,0.44,0,38.84443,25,450,Injection,41486
03.04.2016 15:00,3.291666667,79,0.18,87.41,9.97,0.44,0,38.84443,25,450,Injection,41936
03.04.2016 16:00,3.333333333,80,0.18,87.51,9.98,0.44,0,38.84443,25,450,Injection,42386
03.04.2016 17:00,3.375,81,0.18,87.5,10.05,0.45,0,38.91522,26,449,Injection,42835
03.04.2016 18:00,3.416666667,82,0.17,87.58,10.05,0.44,0,38.9457,26,450,Injection,43285
03.04.2016 19:00,3.458333333,83,0.17,87.6,10.05,0.45,0,38.9457,25,450,Injection,43735
03.04.2016 20:00,3.5,84,0.17,87.72,10.03,0.45,0,38.9457,25,450,Injection,44185
03.04.2016 21:00,3.541666667,85,0.17,87.88,9.99,0.45,0,38.9457,23,451,Injection,44636
03.04.2016 22:00,3.583333333,86,0.17,87.96,9.97,0.45,0,38.9457,23,450,Injection,45086
03.04.2016 23:00,3.625,87,0.17,87.99,9.95,0.45,0,38.9457,23,450,Injection,45536
04.04.2016 00:00,3.666666667,88,0.17,88,9.93,0.45,0,39.02571,23,450,Injection,45986
04.04.2016 01:00,3.708333333,89,0.17,88.01,9.91,0.45,0,39.04697,22,450,Injection,46436
04.04.2016 02:00,3.75,90,0.17,88.05,9.86,0.45,0,39.04697,22,450,Injection,46886
04.04.2016 03:00,3.791666667,91,0.17,88.05,9.84,0.44,0,39.04697,21,450,Injection,47336
04.04.2016 04:00,3.833333333,92,0.17,88.06,9.81,0.45,0,39.04697,21,450,Injection,47786
04.04.2016 05:00,3.875,93,0.17,88.07,9.78,0.45,0,39.04697,21,451,Injection,48237
04.04.2016 06:00,3.916666667,94,0.17,88.08,9.79,0.44,0,39.0701,21,450,Injection,48687
04.04.2016 07:00,3.958333333,95,0.17,88.08,9.77,0.45,0,39.14824,20,450,Injection,49137
04.04.2016 08:00,4,96,0.17,88.03,9.82,0.45,0,39.14824,21,450,Injection,49587
04.04.2016 09:00,4.041666667,97,0.17,87.9,9.92,0.44,0,39.14824,23,450,Injection,50037
04.04.2016 10:00,4.083333333,98,0.17,87.69,10.01,0.45,0,39.14824,25,449,Injection,50486
04.04.2016 11:00,4.125,99,0.17,87.44,10.01,0.44,0,39.21318,26,534,Injection,51020
04.04.2016 12:00,4.166666667,100,0.17,87.41,9.81,0.44,0,39.35078,28,703,Injection,51723
04.04.2016 13:00,4.208333333,101,0.18,87.24,9.84,0.44,0,39.43603,29,700,Injection,52423
04.04.2016 14:00,4.25,102,0.18,87.16,9.82,0.44,0,39.45206,30,700,Injection,53123
04.04.2016 15:00,4.291666667,103,0.18,87.11,9.78,0.44,0,39.46962,30,700,Injection,53823
04.04.2016 16:00,4.333333333,104,0.18,87.08,9.79,0.44,0,39.55333,30,700,Injection,54523
04.04.2016 17:00,4.375,105,0.18,87.08,9.79,0.44,0,39.55333,30,699,Injection,55222
04.04.2016 18:00,4.416666667,106,0.18,87.17,9.82,0.44,0,39.56706,30,700,Injection,55922
04.04.2016 19:00,4.458333333,107,0.18,87.37,9.82,0.44,0,39.65459,28,700,Injection,56622
04.04.2016 20:00,4.5,108,0.18,87.61,9.81,0.44,0,39.65459,25,700,Injection,57322
04.04.2016 21:00,4.541666667,109,0.18,87.79,9.81,0.44,0,39.65459,25,700,Injection,58022
04.04.2016 22:00,4.583333333,110,0.18,87.93,9.8,0.44,0,39.71717,25,700,Injection,58722
04.04.2016 23:00,4.625,111,0.18,87.99,9.77,0.44,0,39.75587,24,700,Injection,59422
05.04.2016 00:00,4.666666667,112,0.18,88.03,9.75,0.44,0,39.75587,23,700,Injection,60122
05.04.2016 01:00,4.708333333,113,0.18,88.04,9.72,0.45,0,39.75587,22,700,Injection,60822
05.04.2016 02:00,4.75,114,0.18,88.04,9.71,0.45,0,39.84606,22,700,Injection,61522
05.04.2016 03:00,4.791666667,115,0.18,88.04,9.7,0.44,0,39.85714,22,700,Injection,62222
05.04.2016 04:00,4.833333333,116,0.18,88.05,9.69,0.45,0,39.85714,22,700,Injection,62922
05.04.2016 05:00,4.875,117,0.18,88.07,9.68,0.45,0,39.87419,22,700,Injection,63622
05.04.2016 06:00,4.916666667,118,0.18,88.11,9.64,0.45,0,39.95841,21,700,Injection,64322
05.04.2016 07:00,4.958333333,119,0.18,88.11,9.65,0.45,0,39.95841,21,700,Injection,65022
05.04.2016 08:00,5,120,0.18,88.08,9.7,0.45,0,39.95841,22,700,Injection,65722
05.04.2016 09:00,5.041666667,121,0.18,88.06,9.74,0.45,0,40.04157,24,700,Injection,66422
05.04.2016 10:00,5.083333333,122,0.18,87.99,9.74,0.44,0,40.05968,26,700,Injection,67122
05.04.2016 11:00,5.125,123,0.18,87.77,9.79,0.44,0,40.05968,26,699,Injection,67821
05.04.2016 12:00,5.166666667,124,0.18,87.55,9.78,0.44,0,40.13153,27,700,Injection,68521
05.04.2016 13:00,5.208333333,125,0.18,87.34,9.79,0.44,0,40.16095,28,700,Injection,69221
05.04.2016 14:00,5.25,126,0.18,87.24,9.79,0.44,0,40.16095,29,700,Injection,69921
05.04.2016 15:00,5.291666667,127,0.18,87.16,9.79,0.44,0,40.17738,30,700,Injection,70621
05.04.2016 16:00,5.333333333,128,0.18,87.12,9.8,0.44,0,40.26222,31,700,Injection,71321
05.04.2016 17:00,5.375,129,0.18,87.15,9.81,0.44,0,40.26222,30,700,Injection,72021
05.04.2016 18:00,5.416666667,130,0.18,87.28,9.81,0.44,0,40.26222,29,699,Injection,72720
05.04.2016 19:00,5.458333333,131,0.18,87.49,9.81,0.44,0,40.32451,27,700,Injection,73420
05.04.2016 20:00,5.5,132,0.18,87.64,9.8,0.44,0,40.36349,25,700,Injection,74120
05.04.2016 21:00,5.541666667,133,0.18,87.79,9.79,0.44,0,40.36349,25,700,Injection,74820
05.04.2016 22:00,5.583333333,134,0.18,87.92,9.79,0.45,0,40.36349,25,700,Injection,75520
05.04.2016 23:00,5.625,135,0.18,88.07,9.81,0.44,0,40.42032,24,700,Injection,76220
06.04.2016 00:00,5.666666667,136,0.18,88.17,9.81,0.45,0,40.46476,24,700,Injection,76920
06.04.2016 01:00,5.708333333,137,0.18,88.25,9.8,0.45,0,40.46476,24,700,Injection,77620
06.04.2016 02:00,5.75,138,0.18,88.23,9.79,0.45,0,40.46476,23,700,Injection,78320
06.04.2016 03:00,5.791666667,139,0.18,88.2,9.78,0.45,0,40.5424,24,700,Injection,79020
06.04.2016 04:00,5.833333333,140,0.18,88.29,9.77,0.45,0,40.55156,23,700,Injection,79720
06.04.2016 05:00,5.875,141,0.18,88.35,9.78,0.45,0,40.55156,23,700,Injection,80420
06.04.2016 09:00,6.041666667,145,0.19,89.39,9.25,0.45,0,40.5072,20,703,Injection,81123
06.04.2016 10:00,6.083333333,146,0.18,88.66,9.91,0.45,0,40.56568,21,700,Injection,81823
06.04.2016 11:00,6.125,147,0.18,88.71,9.89,0.45,0,40.6239,21,700,Injection,82523
06.04.2016 12:00,6.166666667,148,0.18,88.66,9.92,0.45,0,40.6239,21,676,Injection,83199
06.04.2016 13:00,6.208333333,149,0.18,88.56,9.96,0.45,0,40.6239,22,650,Injection,83849
06.04.2016 15:00,6.291666667,151,0.19,88.57,9.85,0.45,0,40.69774,23,651,Injection,84500
06.04.2016 16:00,6.333333333,152,0.19,88.42,9.91,0.45,0,40.70347,24,650,Injection,85150
06.04.2016 17:00,6.375,153,0.19,88.42,9.89,0.45,0,40.72587,24,650,Injection,85800
06.04.2016 18:00,6.416666667,154,0.19,88.43,9.89,0.44,0,40.80474,25,650,Injection,86450
06.04.2016 19:00,6.458333333,155,0.19,88.48,9.88,0.45,0,40.80474,25,650,Injection,87100
06.04.2016 20:00,6.5,156,0.19,88.57,9.86,0.45,0,40.80474,25,650,Injection,87750
06.04.2016 21:00,6.541666667,157,0.19,88.62,9.86,0.45,0,40.83108,25,650,Injection,88400
06.04.2016 22:00,6.583333333,158,0.19,88.61,9.86,0.46,0,40.90601,24,650,Injection,89050
06.04.2016 23:00,6.625,159,0.19,88.66,9.84,0.45,0,40.90601,24,650,Injection,89700
07.04.2016 00:00,6.666666667,160,0.19,88.65,9.83,0.45,0,40.90601,23,650,Injection,90350
07.04.2016 01:00,6.708333333,161,0.19,88.67,9.81,0.44,0,40.91372,23,650,Injection,91000
07.04.2016 02:00,6.75,162,0.19,88.65,9.82,0.45,0,41.00728,23,650,Injection,91650
07.04.2016 03:00,6.791666667,163,0.19,88.67,9.8,0.45,0,41.00728,23,650,Injection,92300
07.04.2016 04:00,6.833333333,164,0.19,88.65,9.79,0.45,0,41.00728,23,650,Injection,92950
07.04.2016 05:00,6.875,165,0.19,88.65,9.79,0.45,0,41.00728,23,650,Injection,93600
07.04.2016 06:00,6.916666667,166,0.19,88.66,9.79,0.45,0,41.10079,23,650,Injection,94250
07.04.2016 07:00,6.958333333,167,0.19,88.66,9.78,0.45,0,41.10855,23,650,Injection,94900
07.04.2016 08:00,7,168,0.18,88.65,9.8,0.45,0,41.12911,23,650,Injection,95550
07.04.2016 09:00,7.041666667,169,0.18,88.68,9.82,0.45,0,41.17004,23,645,Injection,96195
07.04.2016 10:00,7.083333333,170,0.18,88.6,9.84,0.45,0,41.17004,23,621,Injection,96816
07.04.2016 11:00,7.125,171,0.18,88.59,9.88,0.45,0,41.17004,22,620,Injection,97436
07.04.2016 12:00,7.166666667,172,0.18,88.62,9.85,0.45,0,41.17004,23,620,Injection,98056
07.04.2016 13:00,7.208333333,173,0.18,88.59,9.86,0.45,0,41.23467,23,620,Injection,98676
07.04.2016 14:00,7.25,174,0.18,88.55,9.87,0.44,0,41.23875,24,620,Injection,99296
07.04.2016 15:00,7.291666667,175,0.18,88.48,9.88,0.44,0,41.23875,24,620,Injection,99916
07.04.2016 16:00,7.333333333,176,0.18,88.38,9.89,0.45,0,41.23875,25,620,Injection,100536
07.04.2016 17:00,7.375,177,0.18,88.34,9.87,0.45,0,41.29779,25,620,Injection,101156
07.04.2016 18:00,7.416666667,178,0.18,88.34,9.87,0.45,0,41.34002,25,620,Injection,101776
07.04.2016 19:00,7.458333333,179,0.18,88.39,9.86,0.45,0,41.34002,25,620,Injection,102396
07.04.2016 20:00,7.5,180,0.18,88.51,9.85,0.45,0,41.34002,24,620,Injection,103016
07.04.2016 21:00,7.541666667,181,0.18,88.6,9.86,0.45,0,41.34002,23,620,Injection,103636
07.04.2016 22:00,7.583333333,182,0.18,88.59,9.86,0.44,0,41.39615,22,620,Injection,104256
07.04.2016 23:00,7.625,183,0.18,88.63,9.84,0.45,0,41.4413,21,620,Injection,104876
08.04.2016 00:00,7.666666667,184,0.18,88.62,9.84,0.45,0,41.4413,21,620,Injection,105496
08.04.2016 01:00,7.708333333,185,0.18,88.65,9.82,0.45,0,41.4413,21,620,Injection,106116
08.04.2016 02:00,7.75,186,0.18,88.61,9.84,0.45,0,41.4413,20,620,Injection,106736
08.04.2016 03:00,7.791666667,187,0.18,88.62,9.82,0.45,0,41.50096,19,620,Injection,107356
08.04.2016 04:00,7.833333333,188,0.18,88.62,9.81,0.45,0,41.54256,19,620,Injection,107976
08.04.2016 05:00,7.875,189,0.18,88.64,9.79,0.45,0,41.54256,19,620,Injection,108596
08.04.2016 06:00,7.916666667,190,0.18,88.65,9.77,0.45,0,41.54256,18,620,Injection,109216
08.04.2016 07:00,7.958333333,191,0.18,88.67,9.76,0.44,0,41.54256,17,620,Injection,109836
08.04.2016 08:00,8,192,0.18,88.67,9.76,0.45,0,41.60662,17,609,Injection,110445
08.04.2016 09:00,8.041666667,193,0.18,88.4,10.02,0.45,0,41.64384,16,481,Injection,110926
08.04.2016 10:00,8.083333333,194,0.18,88.39,10.02,0.44,0,41.64384,16,448,Injection,111374
08.04.2016 11:00,8.125,195,0.18,88.38,10.01,0.45,0,41.64384,16,450,Injection,111824
08.04.2016 12:00,8.166666667,196,0.18,88.37,10,0.45,0,41.64384,17,450,Injection,112274
08.04.2016 13:00,8.208333333,197,0.18,88.42,9.95,0.45,0,41.64384,17,450,Injection,112724
08.04.2016 14:00,8.25,198,0.18,88.38,9.97,0.45,0,41.64384,17,450,Injection,113174
08.04.2016 15:00,8.291666667,199,0.18,88.37,9.96,0.44,0,41.64384,17,450,Injection,113624
08.04.2016 16:00,8.333333333,200,0.18,88.39,9.93,0.45,0,41.64384,17,450,Injection,114074
08.04.2016 17:00,8.375,201,0.18,88.36,9.94,0.45,0,41.64384,17,450,Injection,114524
08.04.2016 18:00,8.416666667,202,0.18,88.37,9.92,0.45,0,41.64384,17,450,Injection,114974
08.04.2016 19:00,8.458333333,203,0.18,88.42,9.9,0.45,0,41.64384,17,450,Injection,115424
08.04.2016 20:00,8.5,204,0.18,88.41,9.92,0.45,0,41.64384,16,450,Injection,115874
08.04.2016 21:00,8.541666667,205,0.18,88.48,9.88,0.44,0,41.64384,16,449,Injection,116323
08.04.2016 22:00,8.583333333,206,0.18,88.46,9.87,0.45,0,41.64384,17,450,Injection,116773
08.04.2016 23:00,8.625,207,0.18,88.45,9.87,0.45,0,41.64384,18,450,Injection,117223
09.04.2016 00:00,8.666666667,208,0.18,88.46,9.85,0.45,0,41.69377,18,450,Injection,117673
09.04.2016 01:00,8.708333333,209,0.18,88.46,9.83,0.45,0,41.74511,18,450,Injection,118123
09.04.2016 02:00,8.75,210,0.18,88.44,9.82,0.45,0,41.74511,18,450,Injection,118573
09.04.2016 03:00,8.791666667,211,0.18,88.44,9.81,0.45,0,41.74511,18,450,Injection,119023
09.04.2016 04:00,8.833333333,212,0.18,88.4,9.83,0.44,0,41.74511,18,450,Injection,119473
09.04.2016 05:00,8.875,213,0.18,88.42,9.81,0.44,0,41.74511,18,450,Injection,119923
09.04.2016 06:00,8.916666667,214,0.18,88.43,9.81,0.45,0,41.74511,18,450,Injection,120373
09.04.2016 07:00,8.958333333,215,0.18,88.45,9.8,0.45,0,41.77383,19,450,Injection,120823
09.04.2016 08:00,9,216,0.18,88.44,9.79,0.45,0,41.84638,20,450,Injection,121273
09.04.2016 09:00,9.041666667,217,0.18,88.43,9.8,0.45,0,41.84638,20,450,Injection,121723
09.04.2016 10:00,9.083333333,218,0.18,88.41,9.83,0.44,0,41.84638,19,450,Injection,122173
09.04.2016 11:00,9.125,219,0.18,88.38,9.84,0.45,0,41.84638,19,450,Injection,122623
09.04.2016 12:00,9.166666667,220,0.18,88.4,9.82,0.45,0,41.84638,19,451,Injection,123074
09.04.2016 13:00,9.208333333,221,0.18,88.37,9.84,0.45,0,41.84638,19,450,Injection,123524
09.04.2016 14:00,9.25,222,0.18,88.39,9.84,0.45,0,41.88596,19,450,Injection,123974
09.04.2016 15:00,9.291666667,223,0.18,88.35,9.85,0.45,0,41.94765,20,450,Injection,124424
09.04.2016 16:00,9.333333333,224,0.18,88.37,9.84,0.45,0,41.94765,20,450,Injection,124874
09.04.2016 17:00,9.375,225,0.18,88.37,9.84,0.45,0,41.94765,21,450,Injection,125324
09.04.2016 18:00,9.416666667,226,0.18,88.38,9.84,0.45,0,41.94765,20,451,Injection,125775
09.04.2016 19:00,9.458333333,227,0.18,88.41,9.84,0.44,0,41.94765,20,450,Injection,126225
09.04.2016 20:00,9.5,228,0.18,88.44,9.84,0.44,0,41.94765,20,450,Injection,126675
09.04.2016 21:00,9.541666667,229,0.18,88.47,9.83,0.45,0,41.94765,20,450,Injection,127125
09.04.2016 22:00,9.583333333,230,0.18,88.47,9.84,0.45,0,42.02819,20,450,Injection,127575
09.04.2016 23:00,9.625,231,0.18,88.45,9.87,0.45,0,42.04892,20,450,Injection,128025
10.04.2016 00:00,9.666666667,232,0.18,88.51,9.82,0.45,0,42.04892,20,450,Injection,128475
10.04.2016 01:00,9.708333333,233,0.18,88.5,9.84,0.44,0,42.04892,20,449,Injection,128924
10.04.2016 02:00,9.75,234,0.18,88.52,9.82,0.45,0,42.04892,19,450,Injection,129374
10.04.2016 03:00,9.791666667,235,0.18,88.52,9.83,0.45,0,42.04892,19,450,Injection,129824
10.04.2016 04:00,9.833333333,236,0.18,88.55,9.82,0.45,0,42.04892,19,450,Injection,130274
10.04.2016 05:00,9.875,237,0.18,88.56,9.83,0.45,0,42.07325,19,450,Injection,130724
10.04.2016 06:00,9.916666667,238,0.18,88.58,9.81,0.45,0,42.15019,18,450,Injection,131174
10.04.2016 07:00,9.958333333,239,0.18,88.61,9.82,0.45,0,42.15019,18,450,Injection,131624
10.04.2016 08:00,10,240,0.18,88.61,9.83,0.45,0,42.15019,18,450,Injection,132074
10.04.2016 09:00,10.04166667,241,0.18,88.6,9.85,0.45,0,42.15019,18,450,Injection,132524
10.04.2016 10:00,10.08333333,242,0.18,88.6,9.88,0.44,0,42.15019,18,450,Injection,132974
10.04.2016 11:00,10.125,243,0.18,88.54,9.92,0.45,0,42.15019,18,450,Injection,133424
10.04.2016 12:00,10.16666667,244,0.18,88.49,9.96,0.45,0,42.23152,20,450,Injection,133874
10.04.2016 13:00,10.20833333,245,0.18,88.26,10.05,0.45,0,42.25146,22,449,Injection,134323
10.04.2016 14:00,10.25,246,0.18,88.08,10.02,0.45,0,42.25146,23,450,Injection,134773
10.04.2016 15:00,10.29166667,247,0.18,88.01,10,0.44,0,42.25146,24,450,Injection,135223
10.04.2016 16:00,10.33333333,248,0.18,88.02,10.01,0.45,0,42.25146,24,450,Injection,135673
10.04.2016 17:00,10.375,249,0.18,88.08,9.99,0.44,0,42.25146,24,451,Injection,136124
10.04.2016 18:00,10.41666667,250,0.18,88.13,9.99,0.44,0,42.32227,25,450,Injection,136574
10.04.2016 19:00,10.45833333,251,0.18,88.2,9.99,0.45,0,42.35273,23,450,Injection,137024
10.04.2016 20:00,10.5,252,0.18,88.37,9.98,0.46,0,42.35273,21,450,Injection,137474
10.04.2016 21:00,10.54166667,253,0.18,88.52,9.92,0.45,0,42.35273,20,450,Injection,137924
10.04.2016 22:00,10.58333333,254,0.18,88.55,9.92,0.45,0,42.35273,20,449,Injection,138373
10.04.2016 23:00,10.625,255,0.18,88.59,9.9,0.46,0,42.35273,20,450,Injection,138823
11.04.2016 00:00,10.66666667,256,0.18,88.62,9.86,0.45,0,42.35273,20,450,Injection,139273
11.04.2016 01:00,10.70833333,257,0.18,88.64,9.86,0.45,0,42.35273,20,450,Injection,139723
11.04.2016 02:00,10.75,258,0.18,88.67,9.83,0.45,0,42.41735,20,450,Injection,140173
11.04.2016 03:00,10.79166667,259,0.18,88.71,9.79,0.44,0,42.454,20,450,Injection,140623
11.04.2016 04:00,10.83333333,260,0.18,88.73,9.78,0.45,0,42.454,20,450,Injection,141073
11.04.2016 05:00,10.875,261,0.18,88.76,9.76,0.45,0,42.454,20,450,Injection,141523
11.04.2016 06:00,10.91666667,262,0.18,88.86,9.68,0.45,0,42.51865,20,572,Injection,142095
11.04.2016 07:00,10.95833333,263,0.18,88.92,9.63,0.45,0,42.69882,23,802,Injection,142897
11.04.2016 08:00,11,264,0.18,88.78,9.77,0.45,0,42.7193,23,642,Injection,143539
11.04.2016 09:00,11.04166667,265,0.18,88.71,9.84,0.45,0,42.66563,21,545,Injection,144084
11.04.2016 10:00,11.08333333,266,0.18,88.74,9.83,0.45,0,42.75781,20,622,Injection,144706
11.04.2016 11:00,11.125,267,0.18,88.75,9.86,0.45,0,42.75781,20,620,Injection,145326
11.04.2016 12:00,11.16666667,268,0.18,88.63,9.92,0.44,0,42.75781,20,620,Injection,145946
11.04.2016 13:00,11.20833333,269,0.18,88.4,9.91,0.44,0,42.75781,21,620,Injection,146566
11.04.2016 14:00,11.25,270,0.18,88.19,9.89,0.44,0,42.75781,22,620,Injection,147186
11.04.2016 15:00,11.29166667,271,0.18,88.06,9.85,0.44,0,42.8227,24,620,Injection,147806
11.04.2016 16:00,11.33333333,272,0.18,88.08,9.86,0.44,0,42.85908,25,620,Injection,148426
11.04.2016 17:00,11.375,273,0.18,88.17,9.88,0.44,0,42.85908,25,620,Injection,149046
